ID,角色,角色名多语言表ID,等级,品阶,攻击力,PVP攻击力,buff,血量,攻击速度,移动速度,子弹速度,攻击范围,宠物ID,升级预览,升级消耗,掉落,战力,锁定范围,免伤比例,,,,,,,
1009214,1009,53,214,A,222366,1068,0,2190,0,8,0,0,0,"1-1,2-15",1-594375,0,222366,15,0,594375,2.1,,,,,2190
1009215,1009,53,215,A,226235,1073,0,2200,0,8,0,0,0,"1-1,2-16",1-604714,0,226235,15,0,604714,2.1,,,,,2200
1009216,1009,53,216,A,230103,1078,0,2210,0,8,0,0,0,"1-1,2-17",1-615057,0,230103,15,0,615057,2.1,,,,,2210
1009217,1009,53,217,A,233976,1083,0,2220,0,8,0,0,0,"1-1,2-18",1-625418,0,233976,15,0,625418,2.1,,,,,2220
1009218,1009,53,218,A,237849,1087,0,2230,0,8,0,0,0,"1-1,2-19",1-635768,0,237849,15,0,635768,2.1,,,,,2230
1009219,1009,53,219,A,241725,1092,0,2240,0,8,0,0,0,"1-1,2-20",1-646130,0,241725,15,0,646130,2.1,,,,,2240
1009220,1009,53,220,A,245602,1097,0,2250,0,8,0,0,0,"1-1,2-21",1-656491,0,245602,15,0,656491,2.1,,,,,2250
1009221,1009,53,221,A,249483,1102,0,2260,0,8,0,0,0,"1-1,2-22",1-666864,0,249483,15,0,666864,2.1,,,,,2260
1009222,1009,53,222,A,253363,1106,0,2270,0,8,0,0,0,"1-1,2-23",1-677236,0,253363,15,0,677236,2.1,,,,,2270
1009223,1009,53,223,A,257247,1111,0,2280,0,8,0,0,0,"1-1,2-24",1-687617,0,257247,15,0,687617,2.1,,,,,2280
1009224,1009,53,224,A,261132,1116,0,2290,0,8,0,0,0,"1-1,2-25",1-698000,0,261132,15,0,698000,2.1,,,,,2290
1009225,1009,53,225,A,265020,1121,0,2300,0,8,0,0,0,"1-1,2-26",1-708392,0,265020,15,0,708392,2.1,,,,,2300
1009226,1009,53,226,A,270851,1126,0,2310,0,8,0,0,0,"1-1,2-27",1-723977,0,270851,15,0,723977,2.1,,,,,2310
1009227,1009,53,227,A,276681,1130,0,2320,0,8,0,0,0,"1-1,2-28",1-739562,0,276681,15,0,739562,2.1,,,,,2320
1009228,1009,53,228,A,282516,1135,0,2330,0,8,0,0,0,"1-1,2-29",1-755158,0,282516,15,0,755158,2.1,,,,,2330
1009229,1009,53,229,A,288350,1140,0,2340,0,8,0,0,0,"1-1,2-30",1-770751,0,288350,15,0,770751,2.1,,,,,2340
1009230,1009,53,230,A,294188,1145,0,2350,0,8,0,0,0,"1-1,2-31",1-786358,0,294188,15,0,786358,2.1,,,,,2350
1009231,1009,53,231,A,300027,1149,0,2360,0,8,0,0,0,"1-1,2-32",1-801963,0,300027,15,0,801963,2.1,,,,,2360
1009232,1009,53,232,A,305869,1154,0,2370,0,8,0,0,0,"1-1,2-33",1-817578,0,305869,15,0,817578,2.1,,,,,2370
1009233,1009,53,233,A,311711,1159,0,2380,0,8,0,0,0,"1-1,2-34",1-833196,0,311711,15,0,833196,2.1,,,,,2380
1009234,1009,53,234,A,317557,1164,0,2390,0,8,0,0,0,"1-1,2-35",1-848823,0,317557,15,0,848823,2.1,,,,,2390
1009235,1009,53,235,A,323403,1168,0,2400,0,8,0,0,0,"1-1,2-36",1-864449,0,323403,15,0,864449,2.1,,,,,2400
1009236,1009,53,236,A,329253,1173,0,2410,0,8,0,0,0,"1-1,2-37",1-880083,0,329253,15,0,880083,2.1,,,,,2410
1009237,1009,53,237,A,335103,1178,0,2420,0,8,0,0,0,"1-1,2-38",1-895721,0,335103,15,0,895721,2.1,,,,,2420
1009238,1009,53,238,A,340957,1183,0,2430,0,8,0,0,0,"1-1,2-39",1-911370,0,340957,15,0,911370,2.1,,,,,2430
1009239,1009,53,239,A,346811,1187,0,2440,0,8,0,0,0,"1-1,2-40",1-927018,0,346811,15,0,927018,2.1,,,,,2440
1009240,1009,53,240,A,352669,1192,0,2450,0,8,0,0,0,"1-1,2-41",1-942675,0,352669,15,0,942675,2.1,,,,,2450
1009241,1009,53,241,A,358527,1197,0,2460,0,8,0,0,0,"1-1,2-42",1-958335,0,358527,15,0,958335,2.1,,,,,2460
1009242,1009,53,242,A,364388,1202,0,2470,0,8,0,0,0,"1-1,2-43",1-974002,0,364388,15,0,974002,2.1,,,,,2470
1009243,1009,53,243,A,370250,1206,0,2480,0,8,0,0,0,"1-1,2-44",1-989670,0,370250,15,0,989670,2.1,,,,,2480
1009244,1009,53,244,A,376116,1211,0,2490,0,8,0,0,0,"1-1,2-45",1-1005349,0,376116,15,0,1005349,2.1,,,,,2490
1009245,1009,53,245,A,381981,1216,0,2500,0,8,0,0,0,"1-1,2-46",1-1021028,0,381981,15,0,1021028,2.1,,,,,2500
1009246,1009,53,246,A,387851,1221,0,2510,0,8,0,0,0,"1-1,2-47",1-1036718,0,387851,15,0,1036718,2.1,,,,,2510
1009247,1009,53,247,A,393720,1226,0,2520,0,8,0,0,0,"1-1,2-48",1-1052408,0,393720,15,0,1052408,2.1,,,,,2520
1009248,1009,53,248,A,399594,1230,0,2530,0,8,0,0,0,"1-1,2-49",1-1068109,0,399594,15,0,1068109,2.1,,,,,2530
1009249,1009,53,249,A,405467,1235,0,2540,0,8,0,0,0,"1-1,2-50",1-1083810,0,405467,15,0,1083810,2.1,,,,,2540
1009250,1009,53,250,A,411344,1240,0,2550,0,8,0,0,0,"1-1,2-51",1-1099519,0,411344,15,0,1099519,2.1,,,,,2550
1009251,1009,53,251,A,420158,1245,0,2560,0,8,0,0,0,"1-1,2-52",1-1123075,0,420158,15,0,1123075,2.1,,,,,2560
1009252,1009,53,252,A,428972,1249,0,2570,0,8,0,0,0,"1-1,2-53",1-1146642,0,428972,15,0,1146642,2.1,,,,,2570
1009253,1009,53,253,A,437790,1254,0,2580,0,8,0,0,0,"1-1,2-54",1-1170209,0,437790,15,0,1170209,2.1,,,,,2580
1009254,1009,53,254,A,446608,1259,0,2590,0,8,0,0,0,"1-1,2-55",1-1193772,0,446608,15,0,1193772,2.1,,,,,2590
1009255,1009,53,255,A,455430,1264,0,2600,0,8,0,0,0,"1-1,2-56",1-1217361,0,455430,15,0,1217361,2.1,,,,,2600
1009256,1009,53,256,A,464252,1268,0,2610,0,8,0,0,0,"1-1,2-57",1-1240936,0,464252,15,0,1240936,2.1,,,,,2610
1009257,1009,53,257,A,473077,1273,0,2620,0,8,0,0,0,"1-1,2-58",1-1264525,0,473077,15,0,1264525,2.1,,,,,2620
1009258,1009,53,258,A,481903,1278,0,2630,0,8,0,0,0,"1-1,2-59",1-1288122,0,481903,15,0,1288122,2.1,,,,,2630
1009259,1009,53,259,A,490733,1283,0,2640,0,8,0,0,0,"1-1,2-60",1-1311720,0,490733,15,0,1311720,2.1,,,,,2640
1009260,1009,53,260,A,499562,1287,0,2650,0,8,0,0,0,"1-1,2-61",1-1335328,0,499562,15,0,1335328,2.1,,,,,2650
1009261,1009,53,261,A,508396,1292,0,2660,0,8,0,0,0,"1-1,2-62",1-1358936,0,508396,15,0,1358936,2.1,,,,,2660
1009262,1009,53,262,A,517229,1297,0,2670,0,8,0,0,0,"1-1,2-63",1-1382544,0,517229,15,0,1382544,2.1,,,,,2670
1009263,1009,53,263,A,526067,1302,0,2680,0,8,0,0,0,"1-1,2-64",1-1406175,0,526067,15,0,1406175,2.1,,,,,2680
1009264,1009,53,264,A,534904,1306,0,2690,0,8,0,0,0,"1-1,2-65",1-1429794,0,534904,15,0,1429794,2.1,,,,,2690
1009265,1009,53,265,A,543745,1311,0,2700,0,8,0,0,0,"1-1,2-66",1-1453421,0,543745,15,0,1453421,2.1,,,,,2700
1009266,1009,53,266,A,552587,1316,0,2710,0,8,0,0,0,"1-1,2-67",1-1477063,0,552587,15,0,1477063,2.1,,,,,2710
1009267,1009,53,267,A,561432,1321,0,2720,0,8,0,0,0,"1-1,2-68",1-1500701,0,561432,15,0,1500701,2.1,,,,,2720
1009268,1009,53,268,A,570277,1326,0,2730,0,8,0,0,0,"1-1,2-69",1-1524343,0,570277,15,0,1524343,2.1,,,,,2730
1009269,1009,53,269,A,579126,1330,0,2740,0,8,0,0,0,"1-1,2-70",1-1548003,0,579126,15,0,1548003,2.1,,,,,2740
1009270,1009,53,270,A,587975,1335,0,2750,0,8,0,0,0,"1-1,2-71",1-1571653,0,587975,15,0,1571653,2.1,,,,,2750
1009271,1009,53,271,A,596828,1340,0,2760,0,8,0,0,0,"1-1,2-72",1-1595314,0,596828,15,0,1595314,2.1,,,,,2760
1009272,1009,53,272,A,605681,1345,0,2770,0,8,0,0,0,"1-1,2-73",1-1618974,0,605681,15,0,1618974,2.1,,,,,2770
1009273,1009,53,273,A,614538,1349,0,2780,0,8,0,0,0,"1-1,2-74",1-1642657,0,614538,15,0,1642657,2.1,,,,,2780
1009274,1009,53,274,A,623395,1354,0,2790,0,8,0,0,0,"1-1,2-75",1-1666329,0,623395,15,0,1666329,2.1,,,,,2790
1009275,1009,53,275,A,632256,1359,0,2800,0,8,0,0,0,"1-1,2-76",1-1690009,0,632256,15,0,1690009,2.1,,,,,2800
1009276,1009,53,276,A,645547,1364,0,2810,0,8,0,0,0,"1-1,2-77",1-1725537,0,645547,15,0,1725537,2.1,,,,,2810
1009277,1009,53,277,A,658838,1368,0,2820,0,8,0,0,0,"1-1,2-78",1-1761066,0,658838,15,0,1761066,2.1,,,,,2820
1009278,1009,53,278,A,672133,1373,0,2830,0,8,0,0,0,"1-1,2-79",1-1796605,0,672133,15,0,1796605,2.1,,,,,2830
1009279,1009,53,279,A,685428,1378,0,2840,0,8,0,0,0,"1-1,2-80",1-1832145,0,685428,15,0,1832145,2.1,,,,,2840
1009280,1009,53,280,A,698727,1383,0,2850,0,8,0,0,0,"1-1,2-81",1-1867692,0,698727,15,0,1867692,2.1,,,,,2850
1009281,1009,53,281,A,712026,1387,0,2860,0,8,0,0,0,"1-1,2-82",1-1903243,0,712026,15,0,1903243,2.1,,,,,2860
1009282,1009,53,282,A,725329,1392,0,2870,0,8,0,0,0,"1-1,2-83",1-1938802,0,725329,15,0,1938802,2.1,,,,,2870
1009283,1009,53,283,A,738632,1397,0,2880,0,8,0,0,0,"1-1,2-84",1-1974363,0,738632,15,0,1974363,2.1,,,,,2880
1009284,1009,53,284,A,751939,1402,0,2890,0,8,0,0,0,"1-1,2-85",1-2009922,0,751939,15,0,2009922,2.1,,,,,2890
1009285,1009,53,285,A,765246,1406,0,2900,0,8,0,0,0,"1-1,2-86",1-2045492,0,765246,15,0,2045492,2.1,,,,,2900
1009286,1009,53,286,A,778557,1411,0,2910,0,8,0,0,0,"1-1,2-87",1-2081073,0,778557,15,0,2081073,2.1,,,,,2910
1009287,1009,53,287,A,791867,1416,0,2920,0,8,0,0,0,"1-1,2-88",1-2116654,0,791867,15,0,2116654,2.1,,,,,2920
1009288,1009,53,288,A,805182,1421,0,2930,0,8,0,0,0,"1-1,2-89",1-2152246,0,805182,15,0,2152246,2.1,,,,,2930
1009289,1009,53,289,A,818496,1426,0,2940,0,8,0,0,0,"1-1,2-90",1-2187838,0,818496,15,0,2187838,2.1,,,,,2940
1009290,1009,53,290,A,831815,1430,0,2950,0,8,0,0,0,"1-1,2-91",1-2223438,0,831815,15,0,2223438,2.1,,,,,2950
1009291,1009,53,291,A,845133,1435,0,2960,0,8,0,0,0,"1-1,2-92",1-2259030,0,845133,15,0,2259030,2.1,,,,,2960
1009292,1009,53,292,A,858456,1440,0,2970,0,8,0,0,0,"1-1,2-93",1-2294644,0,858456,15,0,2294644,2.1,,,,,2970
1009293,1009,53,293,A,871778,1445,0,2980,0,8,0,0,0,"1-1,2-94",1-2330255,0,871778,15,0,2330255,2.1,,,,,2980
1009294,1009,53,294,A,885105,1449,0,2990,0,8,0,0,0,"1-1,2-95",1-2365878,0,885105,15,0,2365878,2.1,,,,,2990
1009295,1009,53,295,A,898431,1454,0,3000,0,8,0,0,0,"1-1,2-96",1-2401503,0,898431,15,0,2401503,2.1,,,,,3000
1009296,1009,53,296,A,911761,1459,0,3010,0,8,0,0,0,"1-1,2-97",1-2437136,0,911761,15,0,2437136,2.1,,,,,3010
1009297,1009,53,297,A,925091,1464,0,3020,0,8,0,0,0,"1-1,2-98",1-2472759,0,925091,15,0,2472759,2.1,,,,,3020
1009298,1009,53,298,A,938425,1468,0,3030,0,8,0,0,0,"1-1,2-99",1-2508403,0,938425,15,0,2508403,2.1,,,,,3030
1009299,1009,53,299,A,951759,1473,0,3040,0,8,0,0,0,"1-1,2-100",1-2544048,0,951759,15,0,2544048,2.1,,,,,3040
1009300,1009,53,300,A,965097,1478,0,3050,0,8,0,0,0,"1-1,2-101",1-2579700,0,965097,15,0,2579700,2.1,,,,,3050
1010001,1010,54,1,A,1420,55,0,60,0,8,0,0,0,"1-1,2-2",1-1591,0,1420,15,0,1591,2.05,,,,,60
1010002,1010,54,2,A,1441,60,0,70,0,8,0,0,0,"1-1,2-3",1-1615,0,1441,15,0,1615,2.05,,,,,70
1010003,1010,54,3,A,1462,65,0,80,0,8,0,0,0,"1-1,2-4",1-1666,0,1462,15,0,1666,2.05,,,,,80
1010004,1010,54,4,A,1487,69,0,90,0,8,0,0,0,"1-1,2-5",1-1713,0,1487,15,0,1713,2.05,,,,,90
1010005,1010,54,5,A,1512,74,0,100,0,8,0,0,0,"1-1,2-6",1-1764,0,1512,15,0,1764,2.05,,,,,100
1010006,1010,54,6,A,1541,79,0,110,0,8,0,0,0,"1-1,2-7",1-1892,0,1541,15,0,1892,2.05,,,,,110
1010007,1010,54,7,A,1571,84,0,120,0,8,0,0,0,"1-1,2-8",1-1951,0,1571,15,0,1951,2.05,,,,,120
1010008,1010,54,8,A,1604,89,0,130,0,8,0,0,0,"1-1,2-9",1-2023,0,1604,15,0,2023,2.05,,,,,130
1010009,1010,54,9,A,1638,94,0,140,0,8,0,0,0,"1-1,2-10",1-2094,0,1638,15,0,2094,2.05,,,,,140
1010010,1010,54,10,A,1676,99,0,150,0,8,0,0,0,"1-1,2-11",1-2164,0,1676,15,0,2164,2.05,,,,,150
1010011,1010,54,11,A,1714,104,0,160,0,8,0,0,0,"1-1,2-12",1-2355,0,1714,15,0,2355,2.05,,,,,160
1010012,1010,54,12,A,1756,108,0,170,0,8,0,0,0,"1-1,2-13",1-2436,0,1756,15,0,2436,2.05,,,,,170
1010013,1010,54,13,A,1798,113,0,180,0,8,0,0,0,"1-1,2-14",1-2527,0,1798,15,0,2527,2.05,,,,,180
1010014,1010,54,14,A,1844,118,0,190,0,8,0,0,0,"1-1,2-15",1-2607,0,1844,15,0,2607,2.05,,,,,190
1010015,1010,54,15,A,1890,123,0,200,0,8,0,0,0,"1-1,2-16",1-2695,0,1890,15,0,2695,2.05,,,,,200
1010016,1010,54,16,A,1940,128,0,210,0,8,0,0,0,"1-1,2-17",1-2935,0,1940,15,0,2935,2.05,,,,,210
1010017,1010,54,17,A,1991,133,0,220,0,8,0,0,0,"1-1,2-18",1-3047,0,1991,15,0,3047,2.05,,,,,220
1010018,1010,54,18,A,2045,138,0,230,0,8,0,0,0,"1-1,2-19",1-3158,0,2045,15,0,3158,2.05,,,,,230
1010019,1010,54,19,A,2100,143,0,240,0,8,0,0,0,"1-1,2-20",1-3280,0,2100,15,0,3280,2.05,,,,,240
1010020,1010,54,20,A,2159,147,0,250,0,8,0,0,0,"1-1,2-21",1-3397,0,2159,15,0,3397,2.05,,,,,250
1010021,1010,54,21,A,2218,152,0,260,0,8,0,0,0,"1-1,2-22",1-3687,0,2218,15,0,3687,2.05,,,,,260
1010022,1010,54,22,A,2281,157,0,270,0,8,0,0,0,"1-1,2-23",1-3814,0,2281,15,0,3814,2.05,,,,,270
1010023,1010,54,23,A,2344,162,0,280,0,8,0,0,0,"1-1,2-24",1-3951,0,2344,15,0,3951,2.05,,,,,280
1010024,1010,54,24,A,2411,167,0,290,0,8,0,0,0,"1-1,2-25",1-4096,0,2411,15,0,4096,2.05,,,,,290
1010025,1010,54,25,A,2478,172,0,300,0,8,0,0,0,"1-1,2-26",1-4230,0,2478,15,0,4230,2.05,,,,,300
1010026,1010,54,26,A,2579,177,0,310,0,8,0,0,0,"1-1,2-27",1-4667,0,2579,15,0,4667,2.05,,,,,310
1010027,1010,54,27,A,2680,182,0,320,0,8,0,0,0,"1-1,2-28",1-4901,0,2680,15,0,4901,2.05,,,,,320
1010028,1010,54,28,A,2785,186,0,330,0,8,0,0,0,"1-1,2-29",1-5127,0,2785,15,0,5127,2.05,,,,,330
1010029,1010,54,29,A,2890,191,0,340,0,8,0,0,0,"1-1,2-30",1-5352,0,2890,15,0,5352,2.05,,,,,340
1010030,1010,54,30,A,2999,196,0,350,0,8,0,0,0,"1-1,2-31",1-5581,0,2999,15,0,5581,2.05,,,,,350
1010031,1010,54,31,A,3108,201,0,360,0,8,0,0,0,"1-1,2-32",1-6097,0,3108,15,0,6097,2.05,,,,,360
1010032,1010,54,32,A,3221,206,0,370,0,8,0,0,0,"1-1,2-33",1-6344,0,3221,15,0,6344,2.05,,,,,370
1010033,1010,54,33,A,3335,211,0,380,0,8,0,0,0,"1-1,2-34",1-6596,0,3335,15,0,6596,2.05,,,,,380
1010034,1010,54,34,A,3452,216,0,390,0,8,0,0,0,"1-1,2-35",1-6853,0,3452,15,0,6853,2.05,,,,,390
1010035,1010,54,35,A,3570,221,0,400,0,8,0,0,0,"1-1,2-36",1-7087,0,3570,15,0,7087,2.05,,,,,400
1010036,1010,54,36,A,3692,226,0,410,0,8,0,0,0,"1-1,2-37",1-7702,0,3692,15,0,7702,2.05,,,,,410
1010037,1010,54,37,A,3814,230,0,420,0,8,0,0,0,"1-1,2-38",1-7967,0,3814,15,0,7967,2.05,,,,,420
1010038,1010,54,38,A,3940,235,0,430,0,8,0,0,0,"1-1,2-39",1-8236,0,3940,15,0,8236,2.05,,,,,430
1010039,1010,54,39,A,4066,240,0,440,0,8,0,0,0,"1-1,2-40",1-8490,0,4066,15,0,8490,2.05,,,,,440
1010040,1010,54,40,A,4196,245,0,450,0,8,0,0,0,"1-1,2-41",1-8764,0,4196,15,0,8764,2.05,,,,,450
1010041,1010,54,41,A,4326,250,0,460,0,8,0,0,0,"1-1,2-42",1-9442,0,4326,15,0,9442,2.05,,,,,460
1010042,1010,54,42,A,4460,255,0,470,0,8,0,0,0,"1-1,2-43",1-9710,0,4460,15,0,9710,2.05,,,,,470
1010043,1010,54,43,A,4595,260,0,480,0,8,0,0,0,"1-1,2-44",1-9996,0,4595,15,0,9996,2.05,,,,,480
1010044,1010,54,44,A,4733,265,0,490,0,8,0,0,0,"1-1,2-45",1-10282,0,4733,15,0,10282,2.05,,,,,490
1010045,1010,54,45,A,4872,269,0,500,0,8,0,0,0,"1-1,2-46",1-10545,0,4872,15,0,10545,2.05,,,,,500
1010046,1010,54,46,A,5015,274,0,510,0,8,0,0,0,"1-1,2-47",1-11313,0,5015,15,0,11313,2.05,,,,,510
1010047,1010,54,47,A,5158,279,0,520,0,8,0,0,0,"1-1,2-48",1-11609,0,5158,15,0,11609,2.05,,,,,520
1010048,1010,54,48,A,5305,284,0,530,0,8,0,0,0,"1-1,2-49",1-11890,0,5305,15,0,11890,2.05,,,,,530
1010049,1010,54,49,A,5452,289,0,540,0,8,0,0,0,"1-1,2-50",1-12173,0,5452,15,0,12173,2.05,,,,,540
1010050,1010,54,50,A,5603,294,0,550,0,8,0,0,0,"1-1,2-51",1-12474,0,5603,15,0,12474,2.05,,,,,550
1010051,1010,54,51,A,5830,299,0,560,0,8,0,0,0,"1-1,2-52",1-13498,0,5830,15,0,13498,2.05,,,,,560
1010052,1010,54,52,A,6056,304,0,570,0,8,0,0,0,"1-1,2-53",1-13979,0,6056,15,0,13979,2.05,,,,,570
1010053,1010,54,53,A,6287,308,0,580,0,8,0,0,0,"1-1,2-54",1-14469,0,6287,15,0,14469,2.05,,,,,580
1010054,1010,54,54,A,6518,313,0,590,0,8,0,0,0,"1-1,2-55",1-14952,0,6518,15,0,14952,2.05,,,,,590
1010055,1010,54,55,A,6754,318,0,600,0,8,0,0,0,"1-1,2-56",1-15431,0,6754,15,0,15431,2.05,,,,,600
1010056,1010,54,56,A,6989,323,0,610,0,8,0,0,0,"1-1,2-57",1-16554,0,6989,15,0,16554,2.05,,,,,610
1010057,1010,54,57,A,7228,328,0,620,0,8,0,0,0,"1-1,2-58",1-17043,0,7228,15,0,17043,2.05,,,,,620
1010058,1010,54,58,A,7468,333,0,630,0,8,0,0,0,"1-1,2-59",1-17509,0,7468,15,0,17509,2.05,,,,,630
1010059,1010,54,59,A,7711,338,0,640,0,8,0,0,0,"1-1,2-60",1-17995,0,7711,15,0,17995,2.05,,,,,640
1010060,1010,54,60,A,7955,343,0,650,0,8,0,0,0,"1-1,2-61",1-18452,0,7955,15,0,18452,2.05,,,,,650
1010061,1010,54,61,A,8203,347,0,660,0,8,0,0,0,"1-1,2-62",1-17391,0,8203,15,0,17391,2.05,,,,,660
1010062,1010,54,62,A,8450,352,0,670,0,8,0,0,0,"1-1,2-63",1-17811,0,8450,15,0,17811,2.05,,,,,670
1010063,1010,54,63,A,8702,357,0,680,0,8,0,0,0,"1-1,2-64",1-18218,0,8702,15,0,18218,2.05,,,,,680
1010064,1010,54,64,A,8954,362,0,690,0,8,0,0,0,"1-1,2-65",1-18625,0,8954,15,0,18625,2.05,,,,,690
1010065,1010,54,65,A,9211,367,0,700,0,8,0,0,0,"1-1,2-66",1-19019,0,9211,15,0,19019,2.05,,,,,700
1010066,1010,54,66,A,9467,372,0,710,0,8,0,0,0,"1-1,2-67",1-19405,0,9467,15,0,19405,2.05,,,,,710
1010067,1010,54,67,A,9727,377,0,720,0,8,0,0,0,"1-1,2-68",1-19791,0,9727,15,0,19791,2.05,,,,,720
1010068,1010,54,68,A,9988,382,0,730,0,8,0,0,0,"1-1,2-69",1-20164,0,9988,15,0,20164,2.05,,,,,730
1010069,1010,54,69,A,10252,386,0,740,0,8,0,0,0,"1-1,2-70",1-20540,0,10252,15,0,20540,2.05,,,,,740
1010070,1010,54,70,A,10517,391,0,750,0,8,0,0,0,"1-1,2-71",1-20903,0,10517,15,0,20903,2.05,,,,,750
1010071,1010,54,71,A,10786,396,0,760,0,8,0,0,0,"1-1,2-72",1-21255,0,10786,15,0,21255,2.05,,,,,760
1010072,1010,54,72,A,11054,401,0,770,0,8,0,0,0,"1-1,2-73",1-21610,0,11054,15,0,21610,2.05,,,,,770
1010073,1010,54,73,A,11327,406,0,780,0,8,0,0,0,"1-1,2-74",1-21946,0,11327,15,0,21946,2.05,,,,,780
1010074,1010,54,74,A,11600,411,0,790,0,8,0,0,0,"1-1,2-75",1-22274,0,11600,15,0,22274,2.05,,,,,790
1010075,1010,54,75,A,11878,416,0,800,0,8,0,0,0,"1-1,2-76",1-22611,0,11878,15,0,22611,2.05,,,,,800
1010076,1010,54,76,A,12293,421,0,810,0,8,0,0,0,"1-1,2-77",1-23202,0,12293,15,0,23202,2.05,,,,,810
1010077,1010,54,77,A,12709,426,0,820,0,8,0,0,0,"1-1,2-78",1-23777,0,12709,15,0,23777,2.05,,,,,820
1010078,1010,54,78,A,13129,430,0,830,0,8,0,0,0,"1-1,2-79",1-24335,0,13129,15,0,24335,2.05,,,,,830
1010079,1010,54,79,A,13549,435,0,840,0,8,0,0,0,"1-1,2-80",1-24881,0,13549,15,0,24881,2.05,,,,,840
1010080,1010,54,80,A,13973,440,0,850,0,8,0,0,0,"1-1,2-81",1-25415,0,13973,15,0,25415,2.05,,,,,850
1010081,1010,54,81,A,14398,445,0,860,0,8,0,0,0,"1-1,2-82",1-25932,0,14398,15,0,25932,2.05,,,,,860
1010082,1010,54,82,A,14826,450,0,870,0,8,0,0,0,"1-1,2-83",1-26437,0,14826,15,0,26437,2.05,,,,,870
1010083,1010,54,83,A,15254,455,0,880,0,8,0,0,0,"1-1,2-84",1-26930,0,15254,15,0,26930,2.05,,,,,880
1010084,1010,54,84,A,15687,460,0,890,0,8,0,0,0,"1-1,2-85",1-27406,0,15687,15,0,27406,2.05,,,,,890
1010085,1010,54,85,A,16120,465,0,900,0,8,0,0,0,"1-1,2-86",1-27864,0,16120,15,0,27864,2.05,,,,,900
1010086,1010,54,86,A,16556,469,0,910,0,8,0,0,0,"1-1,2-87",1-28300,0,16556,15,0,28300,2.05,,,,,910
1010087,1010,54,87,A,16993,474,0,920,0,8,0,0,0,"1-1,2-88",1-28728,0,16993,15,0,28728,2.05,,,,,920
1010088,1010,54,88,A,17434,479,0,930,0,8,0,0,0,"1-1,2-89",1-29148,0,17434,15,0,29148,2.05,,,,,930
1010089,1010,54,89,A,17875,484,0,940,0,8,0,0,0,"1-1,2-90",1-29541,0,17875,15,0,29541,2.05,,,,,940
1010090,1010,54,90,A,18320,489,0,950,0,8,0,0,0,"1-1,2-91",1-29926,0,18320,15,0,29926,2.05,,,,,950
1010091,1010,54,91,A,18766,494,0,960,0,8,0,0,0,"1-1,2-92",1-30288,0,18766,15,0,30288,2.05,,,,,960
1010092,1010,54,92,A,19215,499,0,970,0,8,0,0,0,"1-1,2-93",1-30646,0,19215,15,0,30646,2.05,,,,,970
1010093,1010,54,93,A,19664,504,0,980,0,8,0,0,0,"1-1,2-94",1-30973,0,19664,15,0,30973,2.05,,,,,980
1010094,1010,54,94,A,20118,508,0,990,0,8,0,0,0,"1-1,2-95",1-31295,0,20118,15,0,31295,2.05,,,,,990
1010095,1010,54,95,A,20572,513,0,1000,0,8,0,0,0,"1-1,2-96",1-31599,0,20572,15,0,31599,2.05,,,,,1000
1010096,1010,54,96,A,21029,518,0,1010,0,8,0,0,0,"1-1,2-97",1-31885,0,21029,15,0,31885,2.05,,,,,1010
1010097,1010,54,97,A,21487,523,0,1020,0,8,0,0,0,"1-1,2-98",1-32149,0,21487,15,0,32149,2.05,,,,,1020
1010098,1010,54,98,A,21949,528,0,1030,0,8,0,0,0,"1-1,2-99",1-32403,0,21949,15,0,32403,2.05,,,,,1030
1010099,1010,54,99,A,22411,533,0,1040,0,8,0,0,0,"1-1,2-100",1-32638,0,22411,15,0,32638,2.05,,,,,1040
1010100,1010,54,100,A,22877,538,0,1050,0,8,0,0,0,"1-1,2-101",1-44550,0,22877,15,0,44550,2.05,,,,,1050
1010101,1010,54,101,A,23575,543,0,1060,0,8,0,0,0,"1-1,2-2",1-45951,0,23575,15,0,45951,2.05,,,,,1060
1010102,1010,54,102,A,24272,547,0,1070,0,8,0,0,0,"1-1,2-3",1-47343,0,24272,15,0,47343,2.05,,,,,1070
1010103,1010,54,103,A,24973,552,0,1080,0,8,0,0,0,"1-1,2-4",1-48751,0,24973,15,0,48751,2.05,,,,,1080
1010104,1010,54,104,A,25675,557,0,1090,0,8,0,0,0,"1-1,2-5",1-50164,0,25675,15,0,50164,2.05,,,,,1090
1010105,1010,54,105,A,26380,562,0,1100,0,8,0,0,0,"1-1,2-6",1-51576,0,26380,15,0,51576,2.05,,,,,1100
1010106,1010,54,106,A,27086,567,0,1110,0,8,0,0,0,"1-1,2-7",1-52985,0,27086,15,0,52985,2.05,,,,,1110
1010107,1010,54,107,A,27796,572,0,1120,0,8,0,0,0,"1-1,2-8",1-54413,0,27796,15,0,54413,2.05,,,,,1120
1010108,1010,54,108,A,28505,577,0,1130,0,8,0,0,0,"1-1,2-9",1-55834,0,28505,15,0,55834,2.05,,,,,1130
1010109,1010,54,109,A,29219,582,0,1140,0,8,0,0,0,"1-1,2-10",1-57262,0,29219,15,0,57262,2.05,,,,,1140
1010110,1010,54,110,A,29933,586,0,1150,0,8,0,0,0,"1-1,2-11",1-58703,0,29933,15,0,58703,2.05,,,,,1150
1010111,1010,54,111,A,30652,591,0,1160,0,8,0,0,0,"1-1,2-12",1-60136,0,30652,15,0,60136,2.05,,,,,1160
